99.968163	0.00045358911	-0.00011403348
79.415741	0.00046065301	-7.2850409e-05
63.082279	0.00047474794	-4.1372212e-05
50.112232	0.00048543944	-1.7302958e-05
39.808899	0.00049774878	3.9431819e-07
31.629578	0.00050947332	1.4982004e-05
25.120602	0.00052318658	2.1053165e-05
19.955338	0.00053356425	2.8222868e-05
15.846864	0.0005429103	2.8862509e-05
12.587309	0.00055035303	2.9187042e-05
9.9968166	0.00055744644	3.0336305e-05
7.9395623	0.00056335289	2.696232e-05
6.3105822	0.00056846812	2.6623882e-05
5.0128326	0.00057239563	2.5302972e-05
3.9819033	0.0005762871	2.3960538e-05
3.1629577	0.00058013463	2.2970717e-05
2.5108457	0.00058178703	2.2178165e-05
1.9955337	0.00058428833	2.1565098e-05
1.5853271	0.00058684213	2.2460426e-05
1.2582541	0.00058939186	2.2452909e-05
1.0000616	0.00059162022	2.3482155e-05
0.79455972	0.00059454888	2.4669242e-05
0.63090551	0.0005973393	2.665218e-05
0.50094575	0.00059998414	2.8852925e-05
0.39821118	0.00060272968	3.2076437e-05
0.31619295	0.00060608669	3.5051802e-05
0.25122166	0.00060999225	3.9357743e-05
0.19957349	0.00061410625	4.4134202e-05
0.15841872	0.00061936921	5.071843e-05
0.12593865	0.00062422693	5.7366597e-05
0.099951774	0.00063105283	6.5230262e-05
